"MonitoringLocationIdentifier","UID","OrganizationIdentifier","OrganizationFormalName","ProviderName","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","IR_FLAG","IR_COMMENT","IR_MLID","IR_MLNAME","ASSESS_ID","AU_NAME","AU_Type","Water_Type","R317Descrp","ss_R317Descrp","BEN_CLASS","MLID_Count","Lat_Count","Long_Count","sites100m_count","LatitudeMeasure","LongitudeMeasure","IR_Lat","IR_Long","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ValidationType"
"USGS-09185600",42,"USGS-UT","USGS Utah Water Science Center","NWIS","COLORADO RIVER AT POTASH, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09185600","COLORADO RIVER AT POTASH, UT","UT14030005-003_00","Colorado River-3","River/Stream","River / Stream","Colorado River and tributaries, from Lake Powell to state line except as listed below",NA,"1C,2A,3B,4",1,1,1,0,38.5047222,-109.6583333,38.5047222,-109.6583333,14030005,25406,"sq mi",NA,NA,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",3980,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,19,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09234500",43,"USGS-UT","USGS Utah Water Science Center","NWIS","GREEN RIVER NEAR GREENDALE, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09234500","GREEN RIVER NEAR GREENDALE, UT","UT14040106-019_00","Green River-1","River/Stream","River / Stream","Green River and tributaries, from Utah-Colorado state line to Flaming Gorge Dam except as listed below:",NA,"2A,3A,4",1,1,1,0,40.908293,-109.422914,40.908293,-109.422914,14040106,19350,"sq mi",15090,"sq mi",NA,5,"seconds","Interpolated from MAP.","WGS84",5594.48,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,9,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09261000",44,"USGS-UT","USGS Utah Water Science Center","NWIS","GREEN RIVER NEAR JENSEN, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09261000","GREEN RIVER NEAR JENSEN, UT","UT14060001-004_00","Green River-2","River/Stream","River / Stream","Green River and tributaries, from confluence with Colorado River to state line except as listed below:",NA,"1C,2B,3B,4",1,1,1,0,40.4094076,-109.2354043,40.4094076,-109.2354043,14060010,29660,"sq mi",25400,"sq mi",NA,5,"seconds","Interpolated from MAP.","WGS84",4758,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09261700",45,"USGS-UT","USGS Utah Water Science Center","NWIS","BIG BRUSH CRK ABV RED FLEET RES, NR VERNAL, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09261700","BIG BRUSH CRK ABV RED FLEET RES, NR VERNAL, UT","UT14060002-006_00","Big Brush Creek","River/Stream","River / Stream","Big Brush Creek and tributaries, from Tyzack (Red Fleet) Dam to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.5888484,-109.4654138,40.5888484,-109.4654138,14060010,77.2,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5625,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09266500",46,"USGS-UT","USGS Utah Water Science Center","NWIS","ASHLEY CREEK NEAR VERNAL, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09266500","ASHLEY CREEK NEAR VERNAL, UT","UT14060002-007_00","Ashley Creek Upper","River/Stream","River / Stream","Ashley Creek and tributaries, from Steinaker diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.5774582,-109.6220859,40.5774582,-109.6220859,14060010,101,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",6230.61,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09272400",47,"USGS-UT","USGS Utah Water Science Center","NWIS","GREEN RIVER AT OURAY, UTAH","Stream",NA,"REVIEW","Automatically flagged for review","REVIEW",NA,"UT14060001-004_00","Green River-2","River/Stream","River / Stream","Green River and tributaries, from confluence with Colorado River to state line except as listed below:",NA,"1C,2B,3B,4",1,1,1,1,40.084686,-109.676805,NA,NA,14060010,31060,"sq mi",26800,"sq mi",NA,0.5,"seconds","Interpolated from MAP.","WGS84",4646,"feet",1,"feet","Unknown.","NAVD88","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09277500",48,"USGS-UT","USGS Utah Water Science Center","NWIS","DUCHESNE RIVER NEAR TABIONA, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09277500","DUCHESNE RIVER NEAR TABIONA, UT","UT14060003-017_00","Duchesne River-4","River/Stream","River / Stream","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.3002303,-110.602381,40.3002303,-110.602381,14060003,353,"sq mi",NA,NA,NA,1,"seconds","Interpolated from MAP.","WGS84",6190,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09279000",49,"USGS-UT","USGS Utah Water Science Center","NWIS","ROCK CREEK NEAR MOUNTAIN HOME, UT","Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT14060003-016_00","Rock Creek Lower","River/Stream","River / Stream","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters",NA,"1C,2B,3A,4",NA,NA,NA,NA,40.4932799,-110.5782169,NA,NA,14060003,147,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",7250,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09285900",50,"USGS-UT","USGS Utah Water Science Center","NWIS","STRAWBERRY RIVER AT PINNACLES NEAR FRUITLAND, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09285900","STRAWBERRY RIVER AT PINNACLES NEAR FRUITLAND, UT","UT14060004-010_00","Strawberry River-3","River/Stream","River / Stream","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.1271783,-110.7418242,40.1271783,-110.7418242,14060004,372,"sq mi",NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",6060,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09288000",51,"USGS-UT","USGS Utah Water Science Center","NWIS","CURRANT CREEK NEAR FRUITLAND, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09288000","CURRANT CREEK NEAR FRUITLAND, UT","UT14060004-009_00","Currant Creek Lower","River/Stream","River / Stream","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.2002313,-110.9076623,40.2002313,-110.9076623,14060004,140,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",6670,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,51,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09288180",52,"USGS-UT","USGS Utah Water Science Center","NWIS","STRAWBERRY RIVER NEAR DUCHESNE, UT","Stream",NA,"ACCEPT","Merged","NTHRNUTE-SSD","STRAWBERRY RIVER NEAR DUCHESNE","UT14060004-004_00","Strawberry River-2","River/Stream","River / Stream","Duchesne River and tributaries, from Myton Water Treatment Plant intake to headwaters",NA,"1C,2B,3A,4",1,1,1,1,40.1546793,-110.5548785,40.1546793109493,-110.554878509254,14060004,917,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5722,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"MANUAL"
"USGS-09289500",53,"USGS-UT","USGS Utah Water Science Center","NWIS","LAKE FORK RIVER AB MOON LAKE, NR MOUNTAIN HOME, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09289500","LAKE FORK RIVER AB MOON LAKE, NR MOUNTAIN HOME, UT","UT14060003-021_00","Moon Lake Tributaries","River/Stream","River / Stream","Lake Fork River and tributaries, from confluence with Duchesne River to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.6066125,-110.5271066,40.6066125,-110.5271066,14060003,77.9,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",8180,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09291000",54,"USGS-UT","USGS Utah Water Science Center","NWIS","LAKE FORK RIVER BL MOON LAKE NR MOUNTAIN HOME, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09291000","LAKE FORK RIVER BL MOON LAKE NR MOUNTAIN HOME, UT","UT14060003-022_00","Lake Fork-3","River/Stream","River / Stream","Lake Fork River and tributaries, from confluence with Duchesne River to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.5563356,-110.4846056,40.5563356,-110.4846056,14060003,112,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",7970,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09292000",55,"USGS-UT","USGS Utah Water Science Center","NWIS","YELLOWSTONE R @ BRIDGE CMPGRND NR ALTONAH, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09292000","YELLOWSTONE R @ BRIDGE CMPGRND NR ALTONAH, UT","UT14060003-023_00","Yellowstone Upper","River/Stream","River / Stream","Lake Fork River and tributaries, from confluence with Duchesne River to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.5463369,-110.333771,40.5463369,-110.333771,14060003,114,"sq mi",NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",7650,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09292500",56,"USGS-UT","USGS Utah Water Science Center","NWIS","YELLOWSTONE RIVER NEAR ALTONAH, UT","Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT14060003-015_00","Lake Fork-2","River/Stream","River / Stream","Lake Fork River and tributaries, from confluence with Duchesne River to headwaters",NA,"1C,2B,3A,4",NA,NA,NA,NA,40.511893,-110.3415491,NA,NA,14060003,132,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",7430,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09295000",57,"USGS-UT","USGS Utah Water Science Center","NWIS","DUCHESNE RIVER AT MYTON, UT","Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT14060003-002_00","Duchesne River-2","River/Stream","River / Stream","Duchesne River and tributaries, from confluence with Green River to Myton Water Treatment Plant intake, except as listed below",NA,"2B,3B,4",NA,NA,NA,NA,40.2002376,-110.0637613,NA,NA,14060003,2643,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5061.4,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09295100",58,"USGS-UT","USGS Utah Water Science Center","NWIS","DUCHESNE RIV ABV UINTA RIV, NR RANDLETT, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09295100","DUCHESNE RIV ABV UINTA RIV, NR RANDLETT, UT","UT14060003-002_00","Duchesne River-2","River/Stream","River / Stream","Duchesne River and tributaries, from confluence with Green River to Myton Water Treatment Plant intake, except as listed below",NA,"2B,3B,4",1,1,1,0,40.2066278,-109.8598673,40.2066278,-109.8598673,14060003,2710,"sq mi",NA,NA,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4830,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09296800",59,"USGS-UT","USGS Utah Water Science Center","NWIS","UINTA R BLW POWERPLANT DIVERSION, NR NEOLA, UT","Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT14060003-010_00","Uinta River-3","River/Stream","River / Stream","Uinta River and tributaries, From Highway US-4- crossing to headwaters",NA,"2B,3A,4",NA,NA,NA,NA,40.5913396,-110.1143226,NA,NA,14060003,157,"sq mi",NA,NA,24000,5,"seconds","Interpolated from MAP.","WGS84",7330,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,13,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09299500",60,"USGS-UT","USGS Utah Water Science Center","NWIS","WHITEROCKS RIVER NEAR WHITEROCKS, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09299500","WHITEROCKS RIVER NEAR WHITEROCKS, UT","UT14060003-011_00","Whiterocks River Lower","River/Stream","River / Stream","Whiterocks River and Canal, from Tridell Water Treatment Plant to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.5935653,-109.9323739,40.5935653,-109.9323739,14060003,109,"sq mi",NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",7200,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09301500",61,"USGS-UT","USGS Utah Water Science Center","NWIS","UINTA RIVER AT RANDLETT, UT","Stream",NA,"REJECT","Automatically flagged for rejection","REJECT","REJECT","UT14060003-003_00","Uinta River-1","River/Stream","River / Stream","Uinta River and tributaries, From confluence with Duchesne River to Highway US-40 crossing",NA,"2B,3B,4",NA,NA,NA,NA,40.2335723,-109.8037549,NA,NA,14060003,1064,"sq mi",NA,NA,24000,1,"seconds","Interpolated from MAP.","WGS84",4790,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09302000",62,"USGS-UT","USGS Utah Water Science Center","NWIS","DUCHESNE RIVER NEAR RANDLETT, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09302000","DUCHESNE RIVER NEAR RANDLETT, UT","UT14060003-001_00","Duchesne River-1","River/Stream","River / Stream","Duchesne River and tributaries, from confluence with Green River to Myton Water Treatment Plant intake, except as listed below",NA,"2B,3B,4",1,1,1,0,40.2102778,-109.7813889,40.2102778,-109.7813889,14060003,3790,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",4756.1,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09306500",63,"USGS-UT","USGS Utah Water Science Center","NWIS","WHITE RIVER NEAR WATSON, UTAH","Stream",NA,"ACCEPT","Automatically accepted","USGS-09306500","WHITE RIVER NEAR WATSON, UTAH","UT14050007-001_00","White River","River/Stream","River / Stream","White River and tributaries, from confluence with Green River to state line, except as listed below",NA,"2B,3B,4",1,1,1,0,39.9788563,-109.1787269,39.9788563,-109.1787269,14050007,4020,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",4946.78,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,47,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09309600",64,"USGS-UT","USGS Utah Water Science Center","NWIS","FAIRVIEW TUNNEL NEAR FAIRVIEW, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09309600","FAIRVIEW TUNNEL NEAR FAIRVIEW, UT","UT14060007-002_00","Scofield Tributaries","River/Stream","River / Stream","Price River and tributaries, from Price City Water Treatment Plant intake to headwaters",NA,"1C,2B,3A,4",1,1,1,0,39.6674624,-111.3121238,39.6674624,-111.3121238,14060007,0.01,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",8660,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,39,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09310500",65,"USGS-UT","USGS Utah Water Science Center","NWIS","FISH CREEK ABOVE RESERVOIR, NEAR SCOFIELD, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09310500","FISH CREEK ABOVE RESERVOIR, NEAR SCOFIELD, UT","UT14060007-002_00","Scofield Tributaries","River/Stream","River / Stream","Price River and tributaries, from Price City Water Treatment Plant intake to headwaters",NA,"1C,2B,3A,4",1,1,1,0,39.7744057,-111.191006,39.7744057,-111.191006,14060007,60.1,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",7670,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,7,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09310700",66,"USGS-UT","USGS Utah Water Science Center","NWIS","MUD CRK BL WINTER QUARTERS CYN @ SCOFIELD, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09310700","MUD CRK BL WINTER QUARTERS CYN @ SCOFIELD, UT","UT14060007-002_00","Scofield Tributaries","River/Stream","River / Stream","Price River and tributaries, from Price City Water Treatment Plant intake to headwaters",NA,"1C,2B,3A,4",1,1,1,0,39.7216289,-111.1612827,39.7216289,-111.1612827,14060007,29.1,"sq mi",NA,NA,NA,0.5,"seconds","Interpolated from MAP.","WGS84",7720,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,7,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09312600",67,"USGS-UT","USGS Utah Water Science Center","NWIS","WHITE R BL TABBYUNE CRK NR SOLDIER SUMMIT, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09312600","WHITE R BL TABBYUNE CRK NR SOLDIER SUMMIT, UT","UT14060007-001_00","White River-Colton","River/Stream","River / Stream","Price River and tributaries, from Price City Water Treatment Plant intake to headwaters",NA,"1C,2B,3A,4",1,1,1,0,39.8757928,-111.0373878,39.8757928,-111.0373878,14060007,75.6,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",7230,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,49,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09314500",68,"USGS-UT","USGS Utah Water Science Center","NWIS","PRICE RIVER AT WOODSIDE, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09314500","PRICE RIVER AT WOODSIDE, UT","UT14060007-015_00","Price River-5","River/Stream","River / Stream","Price River and tributaries, from confluence with Green River to Carbon Canal Diversion at Price City Golf Course Except as listed below","Price River and tributaries from confluence with Green River to confluence with Soldier Creek","2B,3C,4",1,1,1,0,39.2644444,-110.3427778,39.2644444,-110.3427778,14060007,1540,"sq mi",NA,NA,NA,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",4600,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,15,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09315000",69,"USGS-UT","USGS Utah Water Science Center","NWIS","GREEN RIVER AT GREEN RIVER, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09315000","GREEN RIVER AT GREEN RIVER, UT","UT14060008-001_00","Green River-4","River/Stream","River / Stream","Green River and tributaries, from confluence with Colorado River to state line except as listed below:",NA,"1C,2B,3B,4",1,1,1,0,38.9860831,-110.1512475,38.9860831,-110.1512475,14060008,44850,"sq mi",NA,NA,NA,0.1,"seconds","Interpolated from MAP.","WGS84",4040.18,"feet",1,"feet","Global Positioning System.","NGVD29","US",49,15,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09317997",70,"USGS-UT","USGS Utah Water Science Center","NWIS","HUNTINGTON CREEK NEAR HUNTINGTON, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09317997","HUNTINGTON CREEK NEAR HUNTINGTON, UT","UT14060009-004_00","Huntington Creek-2","River/Stream","River / Stream","Huntington Creek and tributaries, from Highway U-10 crossing to headwaters",NA,"1C,2B,3A,4",1,1,1,0,39.3852446,-111.0882249,39.3852446,-111.0882249,14060009,178,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",6450,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,15,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09326500",71,"USGS-UT","USGS Utah Water Science Center","NWIS","FERRON CREEK (UPPER STATION) NEAR FERRON, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09326500","FERRON CREEK (UPPER STATION) NEAR FERRON, UT","UT14060009-009_00","Ferron Creek Upper","River/Stream","River / Stream","Ferron Creek and tributaries, from Millsite Reservoir to headwaters",NA,"1C,2B,3A,4",1,1,1,0,39.1041372,-111.2165589,39.1041372,-111.2165589,14060009,138,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",6210,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,15,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09327000",72,"USGS-UT","USGS Utah Water Science Center","NWIS","FERRON CR BL MILLSITE RES & DIVS NR FERRON, UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09327000","FERRON CR BL MILLSITE RES & DIVS NR FERRON, UT","UT14060009-012_00","Ferron Creek Lower","River/Stream","River / Stream","Ferron Creek and tributaries, from confluence with San Rafael River to Millsite Reservoir",NA,"2B,3C,4",1,1,1,0,39.0952639,-111.1788694,39.0952639,-111.1788694,14060009,75.5,"sq mi",NA,NA,NA,0.5,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","WGS84",6100,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",49,15,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
"USGS-09328100",73,"USGS-UT","USGS Utah Water Science Center","NWIS","SAN RAFAEL R AT SAN R BR CAMPGROUND NR C DALE,UT","Stream",NA,"ACCEPT","Automatically accepted","USGS-09328100","SAN RAFAEL R AT SAN R BR CAMPGROUND NR C DALE,UT","UT14060009-013_00","San Rafael Upper","River/Stream","River / Stream","San Rafael River and tributaries, from confluence with Green River to confluence with Ferron Creek","San Rafael River from the Buckhorn Crossing to the confluence with Huntington Creek and Cottonwood Creek","2B,3C,4",1,1,1,0,39.0808086,-110.6662723,39.0808086,-110.6662723,14060009,1284,"sq mi",NA,NA,NA,5,"seconds","Interpolated from MAP.","WGS84",5100,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",49,15,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
